"web_scraper_order","web_scraper_start_url","title","lieu","type","asso","date_mission","dispo"
"1615904723-3921","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=103&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Participation aux tâches administratives et de gestion - Secteur de Soisy-sous-Montmorency","Lieu : VAL-D'OISE (95)","Type :  Secrétariat, bureautique","Association :  ADMR - Fédération du Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904713-3867","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=107&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Co-responsable local - Paris 19e","Lieu : PARIS 75019 (75019)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Entraide Scolaire Amicale - Section de Paris","Date : Tout le temps","Disponibilité demandée :  3 à 4 demi-journées par semaine"
"1615904505-3020","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=178&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chargé(e) de mission territorial urgence et secourisme","Lieu : SAVOIE (73)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Croix-Rouge Française - Délégation de la Savoie","Date : Tout le temps","Disponibilité demandée :  quelques heures par semaine"
"1615904555-3276","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=157&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement relationnel de personnes âgées par des visites à domicile","Lieu : BRASSAC LES MINES (63570)","Type :  Visite à domicile","Association :  Les petits frères des Pauvres de la région Auvergne Rhône-Alpes, AURA","Date : Tout le temps","Disponibilité demandée :  1 à 2 heures par semaine de façon régulière ou tous les 15 jours, éventuellement le week-end."
"1615904127-1584","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=298&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Délégué.e régional.e pour The SeaCleaners en Martinique","Lieu : FORT DE FRANCE (97200)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  The SeaCleaners","Date : Tout le temps","Disponibilité demandée :  1 journée par semaine"
"1615904676-3796","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=113&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Visite de personnes âgées isolées / QUILLAN","Lieu : QUILLAN (11500)","Type :  Visite à domicile","Association :  Les petits frères des Pauvres d'Occitanie","Date : Tout le temps","Disponibilité demandée :  quelques heures"
"1615904154-1677","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=290&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Donner le goût d'apprendre et susciter l'envie de comprendre","Lieu : PARIS 75017 (75017)","Type :  Accompagnement scolaire","Association :  Atelier Educatif Culturel et Sportif","Date : du 21/09/2020 au 30/06/2021","Disponibilité demandée :  1h30 par semaine ou toutes les 2 semaines."
"1615903882-628","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=377&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Distribution alimentaire","Lieu : CAHORS (46000)","Type :  Distribution d'aliments, vêtements...","Association :  Croix-Rouge Française - Union Locale de Cahors","Date : Tout le temps","Disponibilité demandée :  3 demi-journées"
"1615904399-2644","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=209&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aidez à la création de contenus sur le numérique à destination de seniors","Lieu : PARIS 75008 (75008)","Type :  Animation culturelle","Association :  Les Astroliens ","Date : Tout le temps","Disponibilité demandée :  entre 2 et 3 heures par semaine"
"1615904456-2841","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=193&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","AFM-Téléthon - Responsable Pôle Formation - Région Nord/Est","Lieu : CHER (18)","Type :  Enseignement. Formation.","Association :  Association Française contre les Myopathies - Siège","Date : Tout le temps","Disponibilité demandée :  2 à 3 jours par semaine environ"
"1615904670-3782","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=114&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aider à la définition et à la mise en place de la stratégie marketing et communication","Lieu : PARIS 75016 (75016)","Type :  Communication","Association :  BOUEE D'ESPOIR","Date : Tout le temps","Disponibilité demandée :  quelques heures par semaine"
"1615905100-5123","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=3&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Apprentissage du français - Taverny","Lieu : TAVERNY (95150)","Type :  Alphabétisation. Français Langue Etrangère.","Association :  ESSIVAM","Date : Tout le temps","Disponibilité demandée :  - 1 demi-journée par semaine."
"1615904345-2493","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=222&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Recherche un professeur de Littérature et de Français","Lieu : GRANDCHAMPS DES FONTAINES (44)","Type :  Accompagnement scolaire","Association :  Association de A à zèbres","Date : Tout le temps","Disponibilité demandée :  3h par mois ou plus"
"1615904882-4508","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=54&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable administratif et financier (Département 55)","Lieu : MEUSE (55)","Type :  Gestion financière et comptable","Association :  AFM - Coordination Téléthon - Meuse","Date : Tout le temps","Disponibilité demandée :  Environ deux demi-journées par semaine."
"1615903991-1043","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=343&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Education routière dans les écoles primaires","Lieu : YONNE (89)","Type :  Enseignement. Formation.","Association :  Association Prévention Routière - Région Bourgogne Franche-Comté ","Date : Tout le temps","Disponibilité demandée :  quelques heures"
"1615904495-2972","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=182&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Secrétaire du bureau de l'association","Lieu : TOULOUSE (31000)","Type :  Secrétariat, bureautique","Association :  CAP CENTRE","Date : Tout le temps","Disponibilité demandée :  En fonction des réunions programmées"
"1615904641-3669","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=124&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévoles artistes (chant, musique, danse, théâtre) pour EHPAD parisiens","Lieu : PARIS 75011 (75011)","Type :  Animation culturelle","Association :  Petits Frères des Pauvres de Paris","Date : du 04/02/2021 au 30/06/2021","Disponibilité demandée :  1 à 2 fois par mois selon disponibilités et besoins"
"1615904286-2282","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=239&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Equipier réseaux sociaux","Lieu : GARD (30)","Type :  Communication","Association :  AFM-Téléthon -  Association Française contre les Myopathies - Service d'appui aux délégations","Date : du 20/10/2020 au 31/12/2021","Disponibilité demandée :  A définir avec l'équipe départementale selon votre disponibilité"
"1615904380-2561","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=216&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévole polyvalent en entrepôt","Lieu : AVIGNON (84000)","Type :  Autres actions","Association :  Les Restaurants du Cœur - Vaucluse","Date : Tout le temps","Disponibilité demandée :  2 à 3 demi-journées par semaine selon disponibilité"
"1615904571-3346","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=151&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Mission Urgente !","Lieu : VILLEURBANNE (69100)","Type :  Animation culturelle","Association :  APF France handicap - Délégation du Rhône","Date : Tout le temps","Disponibilité demandée :  Tous les mercredis de 14h à 16h"
"1615904606-3503","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=138&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accueil et entraide en permanence de solidarité","Lieu : HYERES (83400)","Type :  Ecoute","Association :  Secours catholique - Délégation VAR","Date : Tout le temps","Disponibilité demandée :  une demie- journée par semaine"
"1615904228-1998","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=263&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévoles pour le centre mobile","Lieu : BON ENCONTRE (47240)","Type :  Distribution d'aliments, vêtements...","Association :  Les Restaurants du Cœur - Lot-et-Garonne","Date : Tout le temps","Disponibilité demandée :  1 journée à 2 journées par semaine à adapter selon besoins et disponibilités"
"1615904740-4005","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=96&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Graphiste - Nantes","Lieu : NANTES 44300 (44300)","Type :  Communication","Association :  INSPIREO ","Date : Tout le temps","Disponibilité demandée :  Disponibilité : quelques heures par semaine en télétravail. Participation (en présentiel ou à distance) 1 à 2 fois par mois aux réunions de l'équipe."
"1615904578-3380","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=148&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Bénévole Secrétaire Départemental","Lieu : ROUEN 76100 (76100)","Type :  Gestion administrative","Association :  Les Restaurants du Cœur - Seine Maritime Rouen","Date : Tout le temps","Disponibilité demandée :  4 demi-journées par semaine"
"1615903897-677","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=373&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Devenez ambassadeur pour la redistribution d’invendus aux plus démunis !","Lieu : ILLE-ET-VILAINE (35)","Type :  Recherche de fonds, de partenaires","Association :  Agence du Don en Nature","Date : Tout le temps","Disponibilité demandée :  1 demi-journées par semaine (flexible, en semaine, en journée)"
"1615904430-2788","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=197&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Ateliers numériques","Lieu : ST DENIS (93200)","Type :  Enseignement. Formation.","Association :  Rencontre 93 - AVVEJ","Date : Tout le temps","Disponibilité demandée :  3 heures par semaine"
"1615903921-762","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=366&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Réalisez des audits logistiques au service d'associations solidaires !","Lieu : LILLE (59000)","Type :  BTP/Logistique/Sécurité/Transport","Association :  Agence du Don en Nature","Date : Tout le temps","Disponibilité demandée :  Une demi-journée par semaine en journée la semaine."
"1615904049-1268","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=324&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Atelier cuisine","Lieu : DINOZE (88000)","Type :  Accompagnement social. Maraude","Association :  APF France handicap - Délégation des Vosges","Date : du 15/09/2020 au 30/06/2021","Disponibilité demandée :  2 heures une à deux fois / mois"
"1615904711-3856","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=108&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animateur-trice d'ateliers de discussion en français","Lieu : CHANTELOUP LES VIGNES (78570)","Type :  Alphabétisation. Français Langue Etrangère.","Association :  DEFI Services +","Date : Tout le temps","Disponibilité demandée :  2 heures par semaine"
"1615903815-449","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=392&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Médiateur.trice culturel.le pour des personnes en exil","Lieu : PARIS 75020 (75020)","Type :  Animation culturelle","Association :  Pôle accueil des réfugiés d'EHD - Habitat & Humanisme","Date : Tout le temps","Disponibilité demandée :  Votre engagement peut être ponctuel (sur certains projets) ou plus régulier"
"1615904092-1447","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=309&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Lecture avec des petits groupes d'enfants - Bénévoles de 50 ans minimum - Sain-Gratien","Lieu : ST GRATIEN (95210)","Type :  Accompagnement scolaire","Association :  Lire et faire lire","Date : Tout le temps","Disponibilité demandée :  - Une heure par semaine."
"1615904561-3289","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=155&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable des relations entreprises H/F","Lieu : TOURS (37000)","Type :  Recherche de fonds, de partenaires","Association :  Unicef - Comité d'Indre-et-Loire","Date : Tout le temps","Disponibilité demandée :  Equivalent 1 à 2 journées par semaine"
"1615904528-3135","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=168&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagner les micro-entrepreneurs d'Oyonnax","Lieu : OYONNAX (01100)","Type :  Aide à l'insertion / Parrainages","Association :  Association pour le Droit à  l'Initiative Economique","Date : Tout le temps","Disponibilité demandée :  1/2 journée par semaine"
"1615904852-4399","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=63&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Soutien scolaire - Niveau élémentaire","Lieu : MONTREUIL (93100)","Type :  Accompagnement scolaire","Association :  Le Fait Tout - café associatif","Date : Tout le temps","Disponibilité demandée :  2H par semaine"
"1615904034-1193","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=330&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chargé(e) de mission "Frimousses des écoles"","Lieu : GRENOBLE (38000)","Type :  Animation culturelle","Association :  Unicef - Comité de l'Isère","Date : Tout le temps","Disponibilité demandée :  1/2 à 1 J par semaine"
"1615904215-1943","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=268&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animation d'atelier inclusion numérique : "découverte de l'ordinateur"","Lieu : PARIS 75018 (75018)","Type :  Informatique. Web","Association :  Accueil Laghouat","Date : Tout le temps","Disponibilité demandée :  2 h pendant 6 semaines"
